questions,answers,classes
公道在那里——我在当地法院打赢了官司对方上述到一院也判我赢，但是现在有说没有交上述费为由把案子交到当地重新来过有人能给给我们打工仔一个主意吗?,招聘登记表中约定的工资应该指的是试用期的工资。对试用期后的工资，你可以要求与相同岗位的其他人的工资相同。,员工权益
人死后还能否进行职业病鉴定——尸体火化了，但所有的医学检查资料底片保留完好，能否以医学资料来申请职业病鉴定？,您好！法制网-法律问答服务团队为您解答如下：一、具体解析生育女职工符合条件的都可以享以下产假待遇：按《劳动法》规定正常产假90天；按照国家有关规定，女职工产假不少于90天，其中产前休假15天。难产的，增加产假15天。多胞胎生育的，每多生育一个婴儿，增加产假15天。女职工产假期间，用人单位参加生育保险的，由社会保险机构发给生育津贴；用人单位没有参加生育保险的，产假期间的工资由用人单位支付。女职工怀孕不满4个月流产的，给予15—30天产假；怀孕满4个月以上流产的，给予42天产假。产假期间，工资照发。女职工产假期间，即使劳动合同期满，用人单位也不得解除劳动合同另外女职工产假期间享受工资待遇，企业和事业单位不同。企业女职工，如果单位给上了生育保险的，产假期间的工资，由生育保险机构按规定支付。没有给女职工上生育保险的企业，由企业支付工资。这里说的是基本工资。其他附加工资因各企业经营状况不同，规定不同，是否计发由企业定。机关、事业单位女职工产假期间，根据《人事部关于机关、事业单位女职工产假期间工资计发问题的通知》（1994年2月24日）规定，女职工在国家规定的产假期间，其工资按下列各项之和计发：1.机关实行职级工资制度的人员，为本人职务工资、级别工资、基础工资与工龄工资；2.机关技术工人，为本人岗位工资、技术等级（职务）工资与按国家规定比例计算的奖金；3.机关普通工人，为本人岗位工资与按国家比例计算的奖金；4.事业单位职工，为本人职务（技术等级）工资与按国家规定比例计算的津贴（其中，体育运动员，为本人体育基础津贴与成绩津贴）。所以，根据你所在的工作单位的性质来进行判断，一般情况下如果你单位扣除在你产假期间的津贴是违法的，你可以向你所在单位的劳动保障局进行举报。,员工权益
养老保险与医保的缴纳——我老婆在我们当地的工厂工作了十六年，企业到现在为止都没有为其缴纳养老保险和医保，只是为所有的干部购买，包括班组长，请问是否违法,您好！法制网-法律问答服务团队为您解答如下：一、具体解析我认为如果你不同意续签劳动合同，完全可以要求经济补偿。根据《劳动合同法》的相关规定，除用人单位维持或者提高劳动合同约定条件续订劳动合同，劳动者不同意续订的情形外，用人单位应当向劳动者支付经济补偿，你描述的问题，公司从广州搬至清远地区，因为这两个地区地理地理位置相隔很远，完全可以认为是企业变更原劳动合同的待遇。所以，你可以依据公司变更劳动合同内容为由，拒绝续签劳动合同，企业应该给你经济补偿。二、相关法条第三十八条用人单位有下列情形之一的，劳动者可以解除劳动合同：（一）未按照劳动合同约定提供劳动保护或者劳动条件的；（二）未及时足额支付劳动报酬的；（三）未依法为劳动者缴纳社会保险费的；（四）用人单位的规章制度违反法律、法规的规定，损害劳动者权益的；（五）因本法第二十六条第一款规定的情形致使劳动合同无效的；（六）法律、行政法规规定劳动者可以解除劳动合同的其他情形。用人单位以暴力、威胁或者非法限制人身自由的手段强迫劳动者劳动的，或者用人单位违章指挥、强令冒险作业危及劳动者人身安全的，劳动者可以立即解除劳动合同，不需事先告知用人单位。第四十四条有下列情形之一的，劳动合同终止：（一）劳动合同期满的；（二）劳动者开始依法享受基本养老保险待遇的；（三）劳动者死亡，或者被人民法院宣告死亡或者宣告失踪的；（四）用人单位被依法宣告破产的；（五）用人单位被吊销营业执照、责令关闭、撤销或者用人单位决定提前解散的；（六）法律、行政法规规定的其他情形。第四十六条有下列情形之一的，用人单位应当向劳动者支付经济补偿：（一）劳动者依照本法第三十八条规定解除劳动合同的；（二）用人单位依照本法第三十六条规定向劳动者提出解除劳动合同并与劳动者协商一致解除劳动合同的；（三）用人单位依照本法第四十条规定解除劳动合同的；（四）用人单位依照本法第四十一条第一款规定解除劳动合同的；（五）除用人单位维持或者提高劳动合同约定条件续订劳动合同，劳动者不同意续订的情形外，依照本法第四十四条第一项规定终止固定期限劳动合同的；（六）依照本法第四十四条第四项、第五项规定终止劳动合同的；（七）法律、行政法规规定的其他情形。,员工权益
"这种做法对吗——我是江苏南通的一名工人，我是09年进公司的，当时谈的是这样的，税前年薪人民币肆万陆仟捌百元，年薪按照十三个月核定，其中一个月作为年度绩效奖金。后来发工资时是按照月基本工资3600元发的。我在11年7月合同到期，在签合同之前月基本工资已经涨为3950元，可是我自从进公司以来的加班工资是平时7.8元每小时公休日10.5元每小时节假日15.5元每小时，而养老，失业，医疗和住房公积金是按照126.64,15.83,41.66,150来缴的，现在我的工资单上月基本工资是3950元，加班工资公司说也上调，但上调原因是法律规定最低工资上调了才加的，现在的加班工资是平时10元每小时，公休日13元每小时，节假日是18.5元每小时，而养老之类的都没动。最关键的是合同续签后不给我们合同，且公司强迫我们签的是空白合同。我想问问：1.公司现在给的加班工资合理吗？为什么不是按基本工资算下来的？2.养老之类的在工资涨了情况下是不是也该涨，特别是住房公积金？（公积金公司有几种缴法，进公司时培训说是按本人基本月工资的10%缴，公司也相应交多少）3.我们签的是空白合同，如果公司给我们合同填得不符合工资怎么办？我们有工资单能否证明实际工资？",欠款只能向公司进行讨要，由公司财产进行偿还。,员工权益
公司这样拖欠薪水我们现在该怎么办——湖南创能动力设备有限公司，成立于今年元月份，在湘潭高新区火炬创新创业园3号厂房，从三月份开始陆续招人，到6月份招聘员工近40人，可是从2011年4月份开始，就一直用各种理由拖欠员工工资。目前金额已经达到100万左右（其中含补偿、五险），多次与公司老板进行沟通都没有结果，几次承诺发放工资，可是到最后总还是用没钱来搪塞。2011年7月6日，在员工拨打市长热线电话后，湘潭市高新区劳动局与高新区服务中心某主任到场与员工代表谈话，某主任承诺最短一周，最长一个月时间解决员工工资的问题，并提醒员工代表，不要再去闹事，不要再去找政府部门，否则就不再负责，可是至今，公司能搬走的东西已经差不多全部搬完，目前剩下的东西处理仅几万元而已，公司法人，公司董事长都和没事一样。在上周我们又再次向劳动局递交了申请，要求劳动仲裁及强制执行，可是到今天打电话咨询后，答复却是：“我们也只能调解，不能硬来！”作为劳动执法部门，你们都没办法了，在这样一个情况下，那我们还怎么办？现在不仅四个月工资拿不到，还不能去新公司报道，身上仅有一点生活费用，请大家出出主意，我在这方面的经验少，一时之间不知道怎么处理了,您好！法制网-法律问答服务团队为您解答如下：一、具体解析公司要求每天上班提前15分钟集合，若考察这个要求是否违法劳动合同法，就要看如果你每天早上没有按时在这提前的15分钟出现的话你应该承担何种责任。如果你的公司规定，在这15分钟你没有出现，就按迟到处理的话，那这15分钟就可以视为你加班的时间，要求公司支付加班费，如果协商不成的话，你可以向你当地的相关部门反映情况；如果没有相应的规定只是一个软性的要求的话，那这条规定没有违反劳动法。,员工权益
工作八年辞职能享受那些待遇——工作8年辞职能享受那些待遇,您好，北京市汉威律师事务所为您解答如下：首先，用人单位有义务为您缴纳社会保险，您可以向县级以上劳动行政部门反映您的情况，按照《劳动法》100条，劳动行政部门应该责令您的单位为您缴纳，如果这种方法无法解决问题，您还可以申请劳动仲裁或是提出诉讼，还可以向工会反映。其次，您的单位不和您签订劳动合同是违法的，根据《劳动合同法》7、10、82条规定，若单位已经雇佣您超过一个月不满一年还没有签订劳动合同，您可以要求单位每月支付两倍的工资。《劳动法》第一百条用人单位无故不缴纳社会保险费的，由劳动行政部门责令其限期缴纳，逾期不缴的，可以加收滞纳金。第七十二条社会保险基金按照保险类型确定资金来源，逐步实行社会统筹。用人单位和劳动者必须依法参加社会保险，缴纳社会保险费。第七十三条劳动者在下列情形下，依法享受社会保险待遇：（一）退休；（二）患病、负伤；（三）因工伤残或者患职业病；（四）失业；（五）生育。劳动者死亡后，其遗属依法享受遗属津贴。劳动者享受社会保险待遇的条件和标准由法律、法规规定。劳动者享受的社会保险金必须按时足额支付。第七十五条国家鼓励用人单位根据本单位实际情况为劳动者建立补充保险。国家提倡劳动者个人进行储蓄性保险。第七十六条国家发展社会福利事业，兴建公共福利设施，为劳动者休息、休养和疗养提供条件。用人单位应当创造条件，改善集体福利，提高劳动者的福利待遇。《劳动合同法》第七条用人单位自用工之日起即与劳动者建立劳动关系。用人单位应当建立职工名册备查。第十条建立劳动关系，应当订立书面劳动合同。已建立劳动关系，未同时订立书面劳动合同的，应当自用工之日起一个月内订立书面劳动合同。用人单位与劳动者在用工前订立劳动合同的，劳动关系自用工之日起建立。第八十二条用人单位自用工之日起超过一个月不满一年未与劳动者订立书面劳动合同的，应当向劳动者每月支付二倍的工资。用人单位违反本法规定不与劳动者订立无固定期限劳动合同的，自应当订立无固定期限劳动合同之日起向劳动者每月支付二倍的工资。,员工权益
如何面对公司乱罚款——如果公司动不动给工人罚款300。500的，工人如何维权/,建议向当地的劳动部门投诉。,员工权益
"我该怎么办——我向用人单位交了离职申请,对方却说从交申请的这天起要做够四十五天才能走,可员工手则上说提前一个月交申请,负责人说那只是说要提前一个月交,但没说一个月满就可以走了,我该怎么办",你好！武汉市信用联社已不存在，改制为某商业银行，商业银行签名盖章合法。,员工权益
工龄从何时开始计算——本人大学大专2+1，即在校两年校外一年。2011年6月毕业。但2010年7月开始实习并工作，单位已经交了五险。但这几天收到报到证，工龄从什么时候开始算？缴纳五险必须要毕业后吗？,一般来讲，法人没有责任。,员工权益
我们是否算特殊工种——我们是韩城铁路橡胶厂的工人，自1987年出校门就在此单位干到现在，西安铁路局1993-1995转大集体，可我们工司没给我们转大集体，我们现在四十多岁，干的是重体力活，身体有些吃不消了，找我们领导让给我们办理特殊工种，可我们领导一推再退,根据国家法律规定，对企业职工，现在只有终止或者解除劳动合同之说，没有开除的讲法。你本人提出与单位与你解除合同会产生不同的效果。股金与股东是否在单位上班没有直接的关联，风险金要看合同的对此约定。,员工权益
父亲的工作——尊敬律师！您好！我的父亲在海军后勤工作了将近40年了今年60岁了。每个月的工资只有900元左右任何保险和待遇都没有，工作时间是可以肯定的，如果到退休年龄了他应享受何种待遇呢？,您好。北京市汉威律师事务所为您解答如下：首先，需要告诉您的是您申请工伤鉴定的事先已经过了，因为根据我国法律相关规定，用人单位申请工伤认定：当职工发生事故伤害或者按照职业病防治法规定被诊断、鉴定为职业病的的场合，用人单位应当依法申请工伤认定，受伤害职工或者其直系亲属、工会组织申请工伤认定：在用人单位未在规定的期限内提出工伤认定申请的场合，受伤害职工或者其直系亲属、工会组织可直接依法申请工伤认定受伤害职工或者其直系亲属、工会组织申请工伤认定时限：1年，自事故伤害发生之日或者被诊断、鉴定为职业病之日起算。所以说，您无法再要求劳动部门给您做工伤鉴定。但是，您依旧可以就此起诉用人单位，只要您提供当时治疗的相关证据足够充足，依然有胜诉的把握。《工伤保险条例》第三十二条工伤职工因日常生活或者就业需要，经劳动能力鉴定委员会确认，可以安装假肢、矫形器、假眼、假牙和配置轮椅等辅助器具，所需费用按照国家规定的标准从工伤保险基金支付。第三十三条职工因工作遭受事故伤害或者患职业病需要暂停工作接受工伤医疗的，在停工留薪期内，原工资福利待遇不变，由所在单位按月支付。停工留薪期一般不超过12个月。伤情严重或者情况特殊，经设区的市级劳动能力鉴定委员会确认，可以适当延长，但延长不得超过12个月。工伤职工评定伤残等级后，停发原待遇，按照本章的有关规定享受伤残待遇。工伤职工在停工留薪期满后仍需治疗的，继续享受工伤医疗待遇。生活不能自理的工伤职工在停工留薪期需要护理的，由所在单位负责。第三十四条工伤职工已经评定伤残等级并经劳动能力鉴定委员会确认需要生活护理的，从工伤保险基金按月支付生活护理费《劳动法》第二十九条劳动者有下列情形之一的，用人单位不得依据本法第二十六条、第二十七条的规定解除劳动合同：（一）患职业病或者因工负伤并被确认丧失或者部分丧失劳动能力的；（二）患病或者负伤，在规定的医疗期内的；（三）女职工在孕期、产期、哺乳期内的；（四）法律、行政法规规定的其他情形。谢谢！,员工权益
如何举报劳动仲裁委员会——我怎么样，才能举报劳动仲裁委,您好，北京市汉威律师事务所为您解答如下：首先，您需要确定您是否与单位签订了书面的劳动合同，在劳动合同中，应该对劳动报酬和社会保险有相关的规定；其次，如果您与用人单位签订了劳动合同，那您就有权要求用人单位为您办理养老保险，费用是您和单位按比例出，具体比例分配各地有所不同，相关规定可见《劳动法》72条和75条；再者，您加班单位有义务付给您加班费，相关规定可见《劳动合同法》85条和《劳动法》44条；最后，您的报酬要按照劳动合同的约定来调整，具体规定见《劳动法》第五章规定。《劳动合同法》第十七条劳动合同应当具备以下条款：（一）用人单位的名称、住所和法定代表人或者主要负责人；（二）劳动者的姓名、住址和居民身份证或者其他有效身份证件号码；（三）劳动合同期限；（四）工作内容和工作地点；（五）工作时间和休息休假；（六）劳动报酬；（七）社会保险；（八）劳动保护、劳动条件和职业危害防护；（九）法律、法规规定应当纳入劳动合同的其他事项。第八十五条用人单位有下列情形之一的，由劳动行政部门责令限期支付劳动报酬、加班费或者经济补偿；劳动报酬低于当地最低工资标准的，应当支付其差额部分；逾期不支付的，责令用人单位按应付金额百分之五十以上百分之一百以下的标准向劳动者加付赔偿金：（一）未按照劳动合同的约定或者国家规定及时足额支付劳动者劳动报酬的；（二）低于当地最低工资标准支付劳动者工资的；（三）安排加班不支付加班费的；（四）解除或者终止劳动合同，未依照本法规定向劳动者支付经济补偿的。第四十四条有下列情形之一的，用人单位应当按照下列标准支付高于劳动者正常工作时间工资的工资报酬：《劳动法》第四十四条（一）安排劳动者延长工作时间的，支付不低于工资的百分之一百五十的工资报酬；（二）休息日安排劳动者工作又不能安排补休的，支付不低于工资的百分之二百的工资报酬；（三）法定休假日安排劳动者工作的，支付不低于工资的百分之三百的工资报酬第七十二条社会保险基金按照保险类型确定资金来源，逐步实行社会统筹。用人单位和劳动者必须依法参加社会保险，缴纳社会保险费第七十五条国家鼓励用人单位根据本单位实际情况为劳动者建立补充保险。国家提倡劳动者个人进行储蓄性保险。,员工权益
"我可以要回我的伤残津贴吗——我的劳动能力鉴定下来了，六级伤残,但是现在都两个多月了，公司既不安排工作,也不支付伤残津贴。请问我可以找公司支付这两个多月的伤残津贴吗?工伤伤残待遇到底是从何时开始享受?",你好！属于工伤，可以申请工伤认定，要求工伤待遇。公司无权单方辞退工伤职工。,员工权益
安置后的退役士兵与企业有劳动关系吗？——安置后的退役士兵与企业有劳动关系吗？尊敬的律师：您好！我是福建电力公司三明电业局的退休职工，儿子技校毕业后由三明市梅列区街道选送入伍。1999年冬季他退役后，当地安置办于2000年9月5日按省下达的《福建省电力工业局2000年接收复退军人计划》(闽电人资[2000]0637号)安置到三明电业局就业。报到时因电业局的文件被涂改，遭拒绝接收。在省人大、国家电力公司等单位帮助下，省电力公司通知该局安排上岗。在三明电业局他领过工资，2002年10月因要求按国家规定与其签订劳动合同被辞退，有辞退通知为证。三明市劳动仲裁委审理后认为：《关于印发福建省电力工业局2000年接收复退军人计划的通知》(闽电人资[2000]0637号文)系福建省电力局和省退伍军人安置办公室根据闽政[2000]14号文的联合发文，属具有法定效力的公文，梅列区复退办依该文下达的3个指标开具了申诉人的《复退军人工作介绍信》并无不当；第三人根据其闽电人资[2000]279号文的内部规定单方将闽电人资[2000]0637号文的指标由3人更改为2人，至申诉人申请仲裁后，才于2002年11月13日向省复退办去函说明，但省复退办并未认可其更改指标；闽电人资[2000]0279号文关于“对于局系统单职工，已有子女在局系统就业的，其复退的子女不再接收安置到局系统”的规定与《国务院、中央军委关于1999年冬季士兵退出现役工作的通知》(国发[1999］19号)等相关规定相抵触。故申诉人(张晓明)属于被诉人(三明电业局)应当安置的退役士兵，应由被诉人予以安排工作。而法院却说，原告(三明电业局)作为中央属企业，对退伍兵的安置按福建省电力局与福建省退伍军人安置办公室联合下达的安置计划进行接收。但原告收到的2000年接收复退军人安置计划名单中没有被告，三明市梅列区复员退伍军人安置办公室即向原告开具安置介绍信不能认为已经安置。因此，原、被告之间尚未确立劳动关系。2004年6月，他为生活所迫到省电力公司刚成立的“能源服务公司”被派遣到原分配单位三明电业局工作。在签订劳动合同时，他提出自己是已安置的退役士兵，要求依法签订无固定期劳动合同。省电力公司表示这不算安置，不能签无固定期合同。可2009年11月29日省电力公司人资部给我的答复说，他们已落实了退役士兵的就业问题，应视为已解决安置。我们认为：省电力局闽电人[1998]0298号文中“对于省局下达的安置指标，局属各单位要不折不扣的完成……”的规定应该是算数的，为什么省电力公司换了领导就可以不执行呢？《福建省人民政府、福建省军区关于做好1999年冬季退役士兵接收安置工作的通知》(闽政[2000]文14号)规定，“安置部门按政府分配计划开具安置介绍信之后，就视为已经安置……”；省人大通过的《福建省拥军优属若干规定》也指出，“有关单位必须接收当地人民政府分配的城镇退伍义务兵和转业志愿兵，保证其第一次就业”。但时至今日，我们的申诉、上访十多年却毫无结果。2010年9月7日，省人大再次将我们提出的问题转省高院处理，2011年1月12日，省政协也将我们的诉求转给省高院，但省高院没有回复。《国务院关于进一步做好城镇退役士兵安置工作的通知》(国发〔2005〕23号)再次重申：坚决执行现行有关法律和政策规定，坚决维护《中华人民共和国兵役法》的严肃性，……凡与《中华人民共和国兵役法》及国务院、中央军委有关政策规定相抵触的部门或行业文件，一律不得执行。而福建省电力公司在贯彻落实该文件时却以人资[2005]43号文规定：“对2001年及以前入伍且符合安置条件的退役士兵，仍按照闽电人资[2000]0279号的有关规定执行”。我们认为，福建省电力公司应该按当年政府开出的安置介绍信指定单位接收；并应按当年国家的有关政策规定落实优抚。请问：我们这样要求对吗？我儿子退役安置后与三明电业局有没有劳动关系？有关单位不给回复，我们应该怎么办？盼请回复！此致敬礼！退役士兵家长：张德均2011年7月21日联系地址、电话：张德均：福建省三明市梅列区牡丹新村40幢202号邮编：365000电话：0598-8203778,你只能向其上级反映情况。,员工权益
我自己该怎么申请工伤？——我在公司上班受了工伤，公司答应我，公司向劳动局申请工伤，但是2个月过去了，公司依然没有向劳动局申请工伤，我当时把诊断书，公司领导签名的受伤时间地点过程证明书，医疗发票，医疗证明等原始材料，全部交给了公司。2个月过去了，每次去问，公司说正在办，实际是在托。我手上只有原始材料的复印件，能不能自己申请工伤？找公司要我自己的原始材料，公司也不给，我该怎么办？谢谢你们的回答！,你好！可以协商，协商不成就法律程序，根据手中的证据选择仲裁或起诉。,员工权益
企业能以别人代替本人签名辞退我吗——尊敬的律师：您好！我叫田学忠，今年五十九岁，是福建省三明市公交公司一名即将退休的驾驶员。去年5月10日早班时因刹车我扭伤了右腿，前后在三明、福州住院一个多月，共花去5万多元的医疗费。根据医生建议，我两次向单位请假3个多月。在福州省立医院回来，我向车场徐副经理请假时，他却硬逼着我辞职。说，“你请假这么长时间不来上班，占用了我的名额……，你不辞我也要把你辞掉，不行你就告我去！”因我没有文化，不会写字，他就叫人代我写了辞职书。去年10月，三明市劳动仲裁委员会在审理本案时，委托西南政法大学司法鉴定中心鉴别，证明该签名“不能认定是田学忠所写”。在他们提供出的《辞职报告》和《辞职员工审核审批表》上，我始终没见到主管领导的审判签字。请问，法院能以此判定我与该企业已经解除劳动合同？我能依据《劳动合同法》规定，向中院提起确认劳动关系和赔偿请求吗？我在三明公交公司多年的工作中，做为一名老党员，一没有迟到早退，二没有犯任何错误，每天勤勤恳恳，认认真真的做事，2003年还被企业评为先进生产(工作)者……。我不明白，这个“文明单位”为什么要在证据上弄虚作假搞陷害？此致敬礼！报告人：田学忠2011年7月20日通信地址：福建省三明市梅列区徐碧二村77幢403室邮编：365000电话：13205988086,您好！法制网-法律问答服务团队为您解答如下：一、具体解析：从有关规定看，《国务院关于工人退休、退职的暂行办法》规定，全民所有制企业、事业单位和党政机关、群众团体的工人或基层干部，从事井下、高空、高温、特别繁重体力劳动或者其他有害身体健康的工作，男年满55周岁、女年满45周岁，连续工龄满10年的，应该退休。你所说情况已经到了法定的退休年龄，公司要求你办理退休手续，这应该说是合法合理的，公司不同意你延后退休，那么你应当是要办理退休手续的。二、法条依据：《国务院关于工人退休、退职的暂行办法》规定：全民所有制企业、事业单位和党政机关、群众团体的工人或基层干部，从事井下、高空、高温、特别繁重体力劳动或者其他有害身体健康的工作，男年满55周岁、女年满45周岁，连续工龄满10年的，应该退休。,员工权益
工人工作时间突发脑溢血医疗费谁负责——我朋友经营一家粮油店，店里请了几个配送的工人，负责为居民送米油等到家。前天一个工人在送米回来途中突发脑溢血，送医院急救，施行开颅手术，手术成功，但病人仍在昏迷中，医生说可能变植物人，想了解下医疗费用由谁来负责，比例多少？以及万一死亡，或者变植物人后，是否牵扯到赔偿或后续医疗的支出？谢谢！另外他们没有签过劳动合同。,您好，北京市汉威律师为您解答如下：《劳动和合同法》第三十八条规定：用人单位有下列情形之一的，劳动者可以解除劳动合同：（一）未按照劳动合同约定提供劳动保护或者劳动条件的；（二）未及时足额支付劳动报酬的；（三）未依法为劳动者缴纳社会保险费的；（四）用人单位的规章制度违反法律、法规的规定，损害劳动者权益的；（五）因本法第二十六条第一款规定的情形致使劳动合同无效的；（六）法律、行政法规规定劳动者可以解除劳动合同的其他情形。《劳动合同法》第四十六条规定：劳动者依照本法第三十八条规定解除劳动合同的，用人单位应当向劳动者支付经济补偿。因此，本案中，如果您申请离职是由于三十八条规定的原因之一，则用人单位应当向您支付经济补偿金。,员工权益
记件加班工资怎么算——记件加班工资怎么算老板给一元一小时这样合法吗,你的问题应该是与社会医疗保险相关联的，如果保安公司没有为你办理社会医疗保险的话，那么，该单位就要负责你相应的医疗费用。,员工权益
我应该向哪个执法部门申请我的权利——2010年12月31日三年合同到期，现年56岁，但是1月至6月仍在原岗位上班，1至3月单位仍交养老保险，医疗保险，失业金，因本人提出六年未达当地最低工资标准，4月就中断这三险，5月31日通知我们这些到期合同工续签合同，没有通知我本人。到6月15日通知签解除合同书，不让填内容和日期，并让16日离岗。7月5日看到单位在解除合同书填的日期是2010年12月31日。请问“这六个月是否按二倍工资讨要？是否能要求单位补交4月至6月的三险，现在已让下岗，应该向哪个执法部门申请我的权利？,您好！法制网-法律问答服务团队为您解答如下：一、具体解析：你这种情况，有两个比较便捷有效的途径，一个是到当地的法律援助机构去申请法律援助，你所说这种情况符合法律援助的范围，现实中法律援助帮助农民工讨回工资的案例也非常多，法律援助能够帮助你采取有效措施要回自己的工资。另外一个，对于存在拖欠工资的行为，你也可以向当地的劳动管理部门举报，劳动管理监察部门也会对此进行查处的。二、法条依据：《法律援助条例》第十条公民对下列需要代理的事项，因经济困难没有委托代理人的，可以向法律援助机构申请法律援助：（一）依法请求国家赔偿的；（二）请求给予社会保险待遇或者最低生活保障待遇的；（三）请求发给抚恤金、救济金的；（四）请求给付赡养费、抚养费、扶养费的；（五）请求支付劳动报酬的；（六）主张因见义勇为行为产生的民事权益的。省、自治区、直辖市人民政府可以对前款规定以外的法律援助事项作出补充规定。,员工权益
"手机报-有关工伤纠纷的问题——手机报用户尾号9283--工伤伤残8级,2005年6月7日之今为得到解决?法院判决书判公司付伤残费?工司正常营业。执行法官不去执行，2011-07-2009:12:03北京北京",您好！法制网-法律问答服务团队为您解答如下：一、具体解析：用人单位没有按照规定缴纳社会保险的，你可以要求对方补缴。根据规定，用人单位未按时足额缴纳社会保险费的，由社会保险费征收机构责令其限期缴纳或者补足。任何组织或者个人有权对违反社会保险法律、法规的行为进行举报、投诉，相关部门应当对此进行及时处理。而且《社会保险法》中还规定了，个人与所在用人单位发生社会保险争议的，可以依法申请调解、仲裁，提起诉讼。用人单位侵害个人社会保险权益的，个人也可以要求社会保险行政部门或者社会保险费征收机构依法处理。你通过上述途径都是能够维护自己合法权益的。二、法条依据：《社会保险法》第六十三条用人单位未按时足额缴纳社会保险费的，由社会保险费征收机构责令其限期缴纳或者补足。用人单位逾期仍未缴纳或者补足社会保险费的，社会保险费征收机构可以向银行和其他金融机构查询其存款账户；并可以申请县级以上有关行政部门作出划拨社会保险费的决定，书面通知其开户银行或者其他金融机构划拨社会保险费。用人单位账户余额少于应当缴纳的社会保险费的，社会保险费征收机构可以要求该用人单位提供担保，签订延期缴费协议。第八十二条任何组织或者个人有权对违反社会保险法律、法规的行为进行举报、投诉。社会保险行政部门、卫生行政部门、社会保险经办机构、社会保险费征收机构和财政部门、审计机关对属于本部门、本机构职责范围的举报、投诉，应当依法处理；对不属于本部门、本机构职责范围的，应当书面通知并移交有权处理的部门、机构处理。有权处理的部门、机构应当及时处理，不得推诿。第八十三条个人与所在用人单位发生社会保险争议的，可以依法申请调解、仲裁，提起诉讼。用人单位侵害个人社会保险权益的，个人也可以要求社会保险行政部门或者社会保险费征收机构依法处理。,员工权益
手机报-被调走的员工能否得到同样的待遇——手机报用户尾号8600--我们的公司搬迁部分员工调到新公司，几个月后没有过新公司的员工给了赔偿，请问调到新公司的员工是否应有同样的待遇？2011-07-1910:44:39广东东莞,您好，北京市汉威律师事务所为您解答如下：《劳动法》：第二十九条劳动者有下列情形之一的，用人单位不得依据本法第二十六条、第二十七条的规定解除劳动合同：（一）患职业病或者因工负伤并被确认丧失或者部分丧失劳动能力的；（二）患病或者负伤，在规定的医疗期内的；（三）女职工在孕期、产期、哺乳期内的；（四）法律、行政法规规定的其他情形。,员工权益
"上海外来务工人员紧急求助——你好！我是一名外来务工人员在上海现在单位快两年了《2011年9月就满2年>,我属于第三方劳务派遣，在今年7月10号我不幸在家楼梯摔伤了，属于粉碎性骨折和骨断裂，《由于住院费用跟单位人事协商无果之间有些不愉快》现在在住院。我的合同是今年9月到期，劳务派遣公司建议我离职，给我一部分钱，但不多。目前我出院没有劳动能力，《我能否得到一些赔偿是哪方面的，社会能给我那些帮助<需不需要做劳动能力鉴定》，医生说恢复得2年时间。我现在很迷茫：“是让我离职还是继续呆在公司”？请法律方面的专家给我些建议，在此万分感谢！目前不知道公司对我去留的态度。只知道目前公司给我的是病假工资。",您好！法制网-法律问答服务团队为您解答如下：一、具体解析：从你所说情况看，你只是提前出院，不属于拒绝治疗。我国《工伤保险条例》中规定了应当认定为工伤和视同工伤的情形：职工有下列情形之一的，应当认定为工伤：（一）在工作时间和工作场所内，因工作原因受到事故伤害的；（二）工作时间前后在工作场所内，从事与工作有关的预备性或者收尾性工作受到事故伤害的；（三）在工作时间和工作场所内，因履行工作职责受到暴力等意外伤害的；（四）患职业病的；（五）因工外出期间，由于工作原因受到伤害或者发生事故下落不明的；（六）在上下班途中，受到非本人主要责任的交通事故或者城市轨道交通、客运轮渡、火车事故伤害的；（七）法律、行政法规规定应当认定为工伤的其他情形。你所说情况符合上述规定的第一项工伤情形，属于工伤，可以享受工伤待遇。具体的工伤待遇要根据受伤的情况来具体确定，在工伤认定后可以对照工伤保险条例第5章的规定享受相应的工伤待遇。二、法条依据：《工伤保险条例》第十四条职工有下列情形之一的，应当认定为工伤：（一）在工作时间和工作场所内，因工作原因受到事故伤害的；（二）工作时间前后在工作场所内，从事与工作有关的预备性或者收尾性工作受到事故伤害的；（三）在工作时间和工作场所内，因履行工作职责受到暴力等意外伤害的；（四）患职业病的；（五）因工外出期间，由于工作原因受到伤害或者发生事故下落不明的；（六）在上下班途中，受到非本人主要责任的交通事故或者城市轨道交通、客运轮渡、火车事故伤害的；（七）法律、行政法规规定应当认定为工伤的其他情形。,员工权益
